Target_ID,Date,Region_ID,Category,Sales_Target,Profit_Target
TAR000918,2025-07-01,R010,Fashion,187624.0,122315.67
TAR000919,2025-07-01,R010,Beauty,635750.89,38885.52
TAR000920,2025-07-01,R010,Sports,668610.45,51485.43
TAR000921,2025-07-01,R022,Electronics,514349.97,85689.03
TAR000922,2025-07-01,R022,Home,694020.45,80663.11
TAR000923,2025-07-01,R022,Fashion,489462.28,26201.7
TAR000924,2025-07-01,R022,Beauty,599138.21,119936.15
TAR000925,2025-07-01,R022,Sports,535493.31,97006.68
TAR000926,2025-07-01,R018,Electronics,194373.67,43300.52
TAR000927,2025-07-01,R018,Home,282099.64,71952.96
TAR000928,2025-07-01,R018,Fashion,168702.54,45700.94
TAR000929,2025-07-01,R018,Beauty,543152.59,72762.09
TAR000930,2025-07-01,R018,Sports,450696.23,94966.23
TAR000931,2025-07-01,R005,Electronics,507561.55,55571.43
TAR000932,2025-07-01,R005,Home,634931.31,115665.59
TAR000933,2025-07-01,R005,Fashion,584191.15,34451.83
TAR000934,2025-07-01,R005,Beauty,222780.09,119641.92
TAR000935,2025-07-01,R005,Sports,658230.46,94215.3
TAR000936,2025-07-01,R021,Electronics,254435.89,75897.72
TAR000937,2025-07-01,R021,Home,678422.99,84814.51
TAR000938,2025-07-01,R021,Fashion,560583.27,49304.91
TAR000939,2025-07-01,R021,Beauty,597085.75,54303.02
TAR000940,2025-07-01,R021,Sports,291811.98,116108.02
TAR000941,2025-07-01,R025,Electronics,178713.76,124047.64
TAR000942,2025-07-01,R025,Home,247963.18,50515.67
TAR000943,2025-07-01,R025,Fashion,458496.67,113707.13
TAR000944,2025-07-01,R025,Beauty,482892.0,62240.97
TAR000945,2025-07-01,R025,Sports,383015.46,72442.31
TAR000946,2025-07-01,R016,Electronics,602059.62,56427.57
TAR000947,2025-07-01,R016,Home,667821.49,88303.45
TAR000948,2025-07-01,R016,Fashion,150583.59,41314.3
TAR000949,2025-07-01,R016,Beauty,305656.47,79139.41
TAR000950,2025-07-01,R016,Sports,187364.32,92333.44
TAR000951,2025-08-01,R009,Electronics,501333.44,104336.12
TAR000952,2025-08-01,R009,Home,432832.28,44516.61
TAR000953,2025-08-01,R009,Fashion,502498.61,112556.88
TAR000954,2025-08-01,R009,Beauty,369457.64,25617.11
TAR000955,2025-08-01,R009,Sports,212049.16,92232.48
TAR000956,2025-08-01,R001,Electronics,477862.25,47450.54
TAR000957,2025-08-01,R001,Home,617426.51,28784.74
TAR000958,2025-08-01,R001,Fashion,641057.85,35374.82
TAR000959,2025-08-01,R001,Beauty,616192.79,66993.92
TAR000960,2025-08-01,R001,Sports,231433.75,87227.59
TAR000961,2025-08-01,R024,Electronics,401753.74,34059.89
TAR000962,2025-08-01,R024,Home,580026.5,88170.62
TAR000963,2025-08-01,R024,Fashion,639763.21,36141.72
TAR000964,2025-08-01,R024,Beauty,606293.78,74055.19
TAR000965,2025-08-01,R024,Sports,275803.31,111868.11
TAR000966,2025-08-01,R006,Electronics,300464.2,28453.7
TAR000967,2025-08-01,R006,Home,505990.77,106044.0
TAR000968,2025-08-01,R006,Fashion,671120.75,127264.9
TAR000969,2025-08-01,R006,Beauty,152740.6,119575.54
TAR000970,2025-08-01,R006,Sports,535994.16,119013.98
TAR000971,2025-08-01,R017,Electronics,665285.74,43178.79
TAR000972,2025-08-01,R017,Home,308552.87,78066.09
TAR000973,2025-08-01,R017,Fashion,220522.74,85571.28
TAR000974,2025-08-01,R017,Beauty,284746.0,73870.46
TAR000975,2025-08-01,R017,Sports,452017.46,29667.54
TAR000976,2025-08-01,R013,Electronics,360480.39,40617.63
TAR000977,2025-08-01,R013,Home,570588.89,54026.36
TAR000978,2025-08-01,R013,Fashion,449220.68,108386.96
TAR000979,2025-08-01,R013,Beauty,340077.12,35102.66
TAR000980,2025-08-01,R013,Sports,317535.59,48108.47
TAR000981,2025-08-01,R019,Electronics,351323.0,79064.45
TAR000982,2025-08-01,R019,Home,352131.5,37587.52
TAR000983,2025-08-01,R019,Fashion,195684.31,36629.44
TAR000984,2025-08-01,R019,Beauty,672794.44,79724.31
TAR000985,2025-08-01,R019,Sports,559006.02,72602.72
TAR000986,2025-08-01,R005,Electronics,409033.56,109363.96
TAR000987,2025-08-01,R005,Home,279624.79,77190.13
TAR000988,2025-08-01,R005,Fashion,410105.48,90703.69
TAR000989,2025-08-01,R005,Beauty,259030.52,31217.1
TAR000990,2025-08-01,R005,Sports,422950.71,63018.69
TAR000991,2025-08-01,R007,Electronics,437032.06,86686.0
TAR000992,2025-08-01,R007,Home,680813.38,91606.28
TAR000993,2025-08-01,R007,Fashion,568620.08,122265.64
TAR000994,2025-08-01,R007,Beauty,524872.18,106067.26
TAR000995,2025-08-01,R007,Sports,566930.28,26157.5
TAR000996,2025-08-01,R012,Electronics,290365.08,64698.46
TAR000997,2025-08-01,R012,Home,679832.36,79853.83
TAR000998,2025-08-01,R012,Fashion,249133.93,126925.99
TAR000999,2025-08-01,R012,Beauty,209494.89,53425.68
TAR001000,2025-08-01,R012,Sports,643440.11,65132.47
TAR001001,2025-09-01,R002,Electronics,601290.69,83472.51
TAR001002,2025-09-01,R002,Home,155230.69,93354.13
TAR001003,2025-09-01,R002,Fashion,541885.02,32702.59
TAR001004,2025-09-01,R002,Beauty,185954.66,106210.95
TAR001005,2025-09-01,R002,Sports,536811.12,81636.43
TAR001006,2025-09-01,R001,Electronics,479670.03,103119.29
TAR001007,2025-09-01,R001,Home,534604.5,49513.23
TAR001008,2025-09-01,R001,Fashion,405940.89,112932.45
TAR001009,2025-09-01,R001,Beauty,442875.54,104693.68
TAR001010,2025-09-01,R001,Sports,495483.24,70940.83
TAR001011,2025-09-01,R019,Electronics,354015.02,31254.88
TAR001012,2025-09-01,R019,Home,565010.35,35837.02
TAR001013,2025-09-01,R019,Fashion,602388.72,35493.85
TAR001014,2025-09-01,R019,Beauty,635218.45,75631.7
TAR001015,2025-09-01,R019,Sports,488203.82,56129.75
TAR001016,2025-09-01,R013,Electronics,279759.23,62020.31
TAR001017,2025-09-01,R013,Home,504227.2,127219.39
TAR001018,2025-09-01,R013,Fashion,275659.35,65628.25
TAR001019,2025-09-01,R013,Beauty,199360.89,119137.67
TAR001020,2025-09-01,R013,Sports,692220.31,41381.02
TAR001021,2025-09-01,R018,Electronics,371647.73,60010.47
TAR001022,2025-09-01,R018,Home,248920.01,54499.42
TAR001023,2025-09-01,R018,Fashion,271546.73,114081.46
TAR001024,2025-09-01,R018,Beauty,407829.9,103682.95
TAR001025,2025-09-01,R018,Sports,357540.58,104272.57
TAR001026,2025-09-01,R011,Electronics,236398.37,99800.49
TAR001027,2025-09-01,R011,Home,695878.07,52625.51
TAR001028,2025-09-01,R011,Fashion,631144.61,104401.75
TAR001029,2025-09-01,R011,Beauty,454208.4,80342.88
TAR001030,2025-09-01,R011,Sports,256398.02,34848.99
TAR001031,2025-09-01,R012,Electronics,425105.46,31477.42
TAR001032,2025-09-01,R012,Home,584624.75,116737.98
TAR001033,2025-09-01,R012,Fashion,424659.59,126709.3
TAR001034,2025-09-01,R012,Beauty,343929.46,58362.73
TAR001035,2025-09-01,R012,Sports,296125.32,103840.19
TAR001036,2025-09-01,R010,Electronics,289418.67,81922.35
TAR001037,2025-09-01,R010,Home,411547.44,96983.81
TAR001038,2025-09-01,R010,Fashion,175756.51,56325.29
TAR001039,2025-09-01,R010,Beauty,321892.33,84408.74
TAR001040,2025-09-01,R010,Sports,369130.13,36558.8
TAR001041,2025-09-01,R003,Electronics,310398.1,116814.06
TAR001042,2025-09-01,R003,Home,593296.22,57755.56
TAR001043,2025-09-01,R003,Fashion,272169.82,50673.76
TAR001044,2025-09-01,R003,Beauty,537314.56,35263.7
TAR001045,2025-09-01,R003,Sports,362196.89,111379.88
TAR001046,2025-09-01,R015,Electronics,366829.07,64553.02
TAR001047,2025-09-01,R015,Home,444716.8,52214.93
TAR001048,2025-09-01,R015,Fashion,536804.57,105552.08
TAR001049,2025-09-01,R015,Beauty,678455.47,27936.68
TAR001050,2025-09-01,R015,Sports,157435.22,74188.21
TAR001051,2025-10-01,R019,Electronics,475259.68,97621.27
TAR001052,2025-10-01,R019,Home,156976.46,76003.83
TAR001053,2025-10-01,R019,Fashion,446711.53,84333.1
TAR001054,2025-10-01,R019,Beauty,323413.77,54543.8
TAR001055,2025-10-01,R019,Sports,195462.43,86929.64
TAR001056,2025-10-01,R014,Electronics,325545.69,92948.58
TAR001057,2025-10-01,R014,Home,297330.57,94627.18
TAR001058,2025-10-01,R014,Fashion,182532.28,76985.78
TAR001059,2025-10-01,R014,Beauty,625456.5,28092.08
TAR001060,2025-10-01,R014,Sports,245033.32,106561.62
TAR001061,2025-10-01,R008,Electronics,373488.62,93778.71
TAR001062,2025-10-01,R008,Home,535456.95,32201.08
TAR001063,2025-10-01,R008,Fashion,319635.24,128911.32
TAR001064,2025-10-01,R008,Beauty,475806.9,121657.06
TAR001065,2025-10-01,R008,Sports,261683.88,27019.76
TAR001066,2025-10-01,R022,Electronics,380538.28,91521.84
TAR001067,2025-10-01,R022,Home,231302.87,104952.64
TAR001068,2025-10-01,R022,Fashion,278188.1,103822.8
TAR001069,2025-10-01,R022,Beauty,248778.32,61866.44
TAR001070,2025-10-01,R022,Sports,697598.33,36398.86
TAR001071,2025-10-01,R013,Electronics,302194.22,43576.59
TAR001072,2025-10-01,R013,Home,597744.69,50615.55
TAR001073,2025-10-01,R013,Fashion,207287.33,57644.04
TAR001074,2025-10-01,R013,Beauty,432395.68,51657.48
TAR001075,2025-10-01,R013,Sports,697278.9,25445.6
TAR001076,2025-10-01,R009,Electronics,224072.42,84992.11
TAR001077,2025-10-01,R009,Home,302432.01,70633.83
TAR001078,2025-10-01,R009,Fashion,172664.8,84786.97
TAR001079,2025-10-01,R009,Beauty,373499.7,72816.81
TAR001080,2025-10-01,R009,Sports,295217.35,40565.09
TAR001081,2025-10-01,R020,Electronics,496108.1,83518.82
TAR001082,2025-10-01,R020,Home,369899.68,83104.11
TAR001083,2025-10-01,R020,Fashion,497908.7,106380.82
TAR001084,2025-10-01,R020,Beauty,157129.99,87671.09
TAR001085,2025-10-01,R020,Sports,463360.83,88731.82
TAR001086,2025-10-01,R007,Electronics,613403.83,93496.86
TAR001087,2025-10-01,R007,Home,263492.48,67866.6
TAR001088,2025-10-01,R007,Fashion,162099.38,115959.05
TAR001089,2025-10-01,R007,Beauty,433923.04,84063.27
TAR001090,2025-10-01,R007,Sports,530478.48,93245.73
TAR001091,2025-10-01,R001,Electronics,276658.54,60722.67
TAR001092,2025-10-01,R001,Home,395496.76,98087.85
TAR001093,2025-10-01,R001,Fashion,258131.62,58767.49
TAR001094,2025-10-01,R001,Beauty,304659.06,91111.11
TAR001095,2025-10-01,R001,Sports,224850.58,38282.28
TAR001096,2025-10-01,R021,Electronics,518110.65,127401.36
TAR001097,2025-10-01,R021,Home,633664.69,90717.3
TAR001098,2025-10-01,R021,Fashion,335411.6,89736.72
TAR001099,2025-10-01,R021,Beauty,670211.28,60988.19
TAR001100,2025-10-01,R021,Sports,660054.57,25868.57
TAR001101,2025-11-01,R013,Electronics,230360.54,125433.84
TAR001102,2025-11-01,R013,Home,491493.74,100918.69
TAR001103,2025-11-01,R013,Fashion,450030.42,27425.62
TAR001104,2025-11-01,R013,Beauty,333855.74,107805.25
TAR001105,2025-11-01,R013,Sports,367857.15,62033.4
TAR001106,2025-11-01,R018,Electronics,667238.56,48231.33
TAR001107,2025-11-01,R018,Home,369423.51,47425.89
TAR001108,2025-11-01,R018,Fashion,257794.11,88412.41
TAR001109,2025-11-01,R018,Beauty,341260.9,66775.24
TAR001110,2025-11-01,R018,Sports,438850.76,62618.22
TAR001111,2025-11-01,R024,Electronics,570648.59,44568.99
TAR001112,2025-11-01,R024,Home,662481.21,120895.1
TAR001113,2025-11-01,R024,Fashion,498118.45,105440.38
TAR001114,2025-11-01,R024,Beauty,231590.05,104313.29
TAR001115,2025-11-01,R024,Sports,525259.71,70041.58
TAR001116,2025-11-01,R001,Electronics,456535.29,34550.86
TAR001117,2025-11-01,R001,Home,224632.72,108262.3
TAR001118,2025-11-01,R001,Fashion,631412.03,73251.51
TAR001119,2025-11-01,R001,Beauty,203799.05,97387.44
TAR001120,2025-11-01,R001,Sports,534963.06,63140.73
TAR001121,2025-11-01,R006,Electronics,235372.24,45103.96
TAR001122,2025-11-01,R006,Home,507212.58,72179.06
TAR001123,2025-11-01,R006,Fashion,372871.68,87736.57
TAR001124,2025-11-01,R006,Beauty,234438.59,41785.24
TAR001125,2025-11-01,R006,Sports,492020.91,46686.27
TAR001126,2025-11-01,R010,Electronics,453378.5,90271.81
TAR001127,2025-11-01,R010,Home,182017.27,64306.02
TAR001128,2025-11-01,R010,Fashion,194360.72,64877.58
TAR001129,2025-11-01,R010,Beauty,599576.4,94180.28
TAR001130,2025-11-01,R010,Sports,303013.98,111587.75
TAR001131,2025-11-01,R017,Electronics,583181.34,108608.75
TAR001132,2025-11-01,R017,Home,412959.56,77511.31
TAR001133,2025-11-01,R017,Fashion,420706.48,27437.23
TAR001134,2025-11-01,R017,Beauty,518180.23,49469.82
TAR001135,2025-11-01,R017,Sports,394377.01,45755.48
TAR001136,2025-11-01,R020,Electronics,364526.9,101711.69
TAR001137,2025-11-01,R020,Home,167063.46,106910.34
TAR001138,2025-11-01,R020,Fashion,691033.33,68300.14
TAR001139,2025-11-01,R020,Beauty,580579.17,47857.68
TAR001140,2025-11-01,R020,Sports,426448.42,39267.73
TAR001141,2025-11-01,R002,Electronics,162635.37,88393.28
TAR001142,2025-11-01,R002,Home,242615.26,120658.27
TAR001143,2025-11-01,R002,Fashion,202608.87,39109.17
TAR001144,2025-11-01,R002,Beauty,580506.19,70010.42
TAR001145,2025-11-01,R002,Sports,692969.17,99009.49
TAR001146,2025-11-01,R005,Electronics,544298.63,83115.77
TAR001147,2025-11-01,R005,Home,438494.2,106895.05
TAR001148,2025-11-01,R005,Fashion,239084.46,86312.55
TAR001149,2025-11-01,R005,Beauty,202877.39,94612.73
TAR001150,2025-11-01,R005,Sports,444000.32,82666.03
TAR001151,2025-12-01,R011,Electronics,452242.51,33280.08
TAR001152,2025-12-01,R011,Home,171692.23,46183.46
TAR001153,2025-12-01,R011,Fashion,634187.57,35889.51
TAR001154,2025-12-01,R011,Beauty,419579.78,35351.17
TAR001155,2025-12-01,R011,Sports,349020.72,71369.5
TAR001156,2025-12-01,R010,Electronics,150686.72,107694.56
TAR001157,2025-12-01,R010,Home,419124.08,52841.07
TAR001158,2025-12-01,R010,Fashion,346654.63,62697.15
TAR001159,2025-12-01,R010,Beauty,218866.01,25528.49
TAR001160,2025-12-01,R010,Sports,650409.91,34255.48
TAR001161,2025-12-01,R001,Electronics,505619.15,61760.42
TAR001162,2025-12-01,R001,Home,507302.8,105156.33
TAR001163,2025-12-01,R001,Fashion,276620.73,62566.0
TAR001164,2025-12-01,R001,Beauty,641165.02,112522.37
TAR001165,2025-12-01,R001,Sports,635509.23,76479.35
TAR001166,2025-12-01,R009,Electronics,683370.33,28125.52
TAR001167,2025-12-01,R009,Home,496956.37,47141.08
TAR001168,2025-12-01,R009,Fashion,509745.5,95925.96
TAR001169,2025-12-01,R009,Beauty,436941.03,66226.18
TAR001170,2025-12-01,R009,Sports,358397.79,128462.98
TAR001171,2025-12-01,R012,Electronics,653805.81,129152.51
TAR001172,2025-12-01,R012,Home,243346.41,86233.46
TAR001173,2025-12-01,R012,Fashion,344509.3,37946.64
TAR001174,2025-12-01,R012,Beauty,394205.52,65667.98
TAR001175,2025-12-01,R012,Sports,684448.76,54641.45
TAR001176,2025-12-01,R024,Electronics,233982.79,25761.46
TAR001177,2025-12-01,R024,Home,365336.44,70395.42
TAR001178,2025-12-01,R024,Fashion,177233.67,31651.05
TAR001179,2025-12-01,R024,Beauty,635881.44,71309.89
TAR001180,2025-12-01,R024,Sports,198774.9,129755.41
TAR001181,2025-12-01,R016,Electronics,554158.26,128871.11
TAR001182,2025-12-01,R016,Home,213431.76,87526.8
TAR001183,2025-12-01,R016,Fashion,195870.19,116902.37
TAR001184,2025-12-01,R016,Beauty,188678.55,103449.35
TAR001185,2025-12-01,R016,Sports,617629.96,111760.87
TAR001186,2025-12-01,R021,Electronics,282093.48,57845.28
TAR001187,2025-12-01,R021,Home,327330.67,25254.12
TAR001188,2025-12-01,R021,Fashion,479707.07,27847.61
TAR001189,2025-12-01,R021,Beauty,353718.88,109409.94
TAR001190,2025-12-01,R021,Sports,368264.18,41022.3
TAR001191,2025-12-01,R018,Electronics,495025.4,39045.49
TAR001192,2025-12-01,R018,Home,645302.47,99109.81
TAR001193,2025-12-01,R018,Fashion,184916.25,71614.5
TAR001194,2025-12-01,R018,Beauty,603862.72,90452.22
TAR001195,2025-12-01,R018,Sports,449778.74,126600.47
TAR001196,2025-12-01,R002,Electronics,540729.65,116574.31
TAR001197,2025-12-01,R002,Home,283981.92,98451.72
TAR001198,2025-12-01,R002,Fashion,690302.94,89432.56
TAR001199,2025-12-01,R002,Beauty,692412.46,120145.67
TAR001200,2025-12-01,R002,Sports,150485.84,43926.48
TAR001201,2026-01-01,R022,Electronics,401350.54,32063.42
TAR001202,2026-01-01,R022,Home,249745.63,115909.72
TAR001203,2026-01-01,R022,Fashion,520214.14,95961.05
TAR001204,2026-01-01,R022,Beauty,630248.32,79271.91
TAR001205,2026-01-01,R022,Sports,418174.45,32368.93
TAR001206,2026-01-01,R016,Electronics,648782.85,93220.96
TAR001207,2026-01-01,R016,Home,302305.41,122872.1
TAR001208,2026-01-01,R016,Fashion,257235.83,45031.4
TAR001209,2026-01-01,R016,Beauty,307139.98,92959.77
TAR001210,2026-01-01,R016,Sports,529071.47,75329.81
TAR001211,2026-01-01,R021,Electronics,393820.54,48358.34
TAR001212,2026-01-01,R021,Home,412227.49,95303.14
TAR001213,2026-01-01,R021,Fashion,483996.09,99656.34
TAR001214,2026-01-01,R021,Beauty,594627.36,49344.34
TAR001215,2026-01-01,R021,Sports,327248.54,71496.75
TAR001216,2026-01-01,R011,Electronics,568798.31,82375.36
TAR001217,2026-01-01,R011,Home,673329.86,115878.37
TAR001218,2026-01-01,R011,Fashion,500874.95,114455.72
TAR001219,2026-01-01,R011,Beauty,480182.8,27200.44
TAR001220,2026-01-01,R011,Sports,685144.26,64179.71
TAR001221,2026-01-01,R005,Electronics,465247.45,60273.02
TAR001222,2026-01-01,R005,Home,321187.02,107021.73
TAR001223,2026-01-01,R005,Fashion,411361.48,124503.9
TAR001224,2026-01-01,R005,Beauty,460657.06,58408.01
TAR001225,2026-01-01,R005,Sports,190849.64,110471.16
TAR001226,2026-01-01,R025,Electronics,580616.29,30454.06
TAR001227,2026-01-01,R025,Home,275699.41,107428.41
TAR001228,2026-01-01,R025,Fashion,687364.11,125567.84
TAR001229,2026-01-01,R025,Beauty,621679.31,115706.53
TAR001230,2026-01-01,R025,Sports,287030.59,65050.92
TAR001231,2026-01-01,R019,Electronics,571682.66,37393.24
TAR001232,2026-01-01,R019,Home,215782.96,70558.2
TAR001233,2026-01-01,R019,Fashion,475906.77,39250.33
TAR001234,2026-01-01,R019,Beauty,370831.34,86755.85
TAR001235,2026-01-01,R019,Sports,446619.35,71673.27
TAR001236,2026-01-01,R007,Electronics,522232.78,57646.2
TAR001237,2026-01-01,R007,Home,564333.1,88671.21
TAR001238,2026-01-01,R007,Fashion,439331.96,31367.7
TAR001239,2026-01-01,R007,Beauty,581272.33,114921.57
TAR001240,2026-01-01,R007,Sports,532692.13,43695.19
TAR001241,2026-01-01,R004,Electronics,435657.89,39101.49
TAR001242,2026-01-01,R004,Home,184253.61,129860.37
TAR001243,2026-01-01,R004,Fashion,175294.0,55788.4
TAR001244,2026-01-01,R004,Beauty,181167.74,85955.27
TAR001245,2026-01-01,R004,Sports,581192.24,87101.4
TAR001246,2026-01-01,R014,Electronics,488206.52,54393.18
TAR001247,2026-01-01,R014,Home,348967.8,37780.8
TAR001248,2026-01-01,R014,Fashion,407036.79,60376.28
TAR001249,2026-01-01,R014,Beauty,219822.88,114085.54
TAR001250,2026-01-01,R014,Sports,162954.04,105372.69
TAR001251,2026-02-01,R005,Electronics,256008.09,66284.54
TAR001252,2026-02-01,R005,Home,634766.68,116110.25
TAR001253,2026-02-01,R005,Fashion,241717.93,128121.04
TAR001254,2026-02-01,R005,Beauty,608294.75,46501.59
TAR001255,2026-02-01,R005,Sports,398833.5,44565.23
TAR001256,2026-02-01,R006,Electronics,265507.45,41026.11
TAR001257,2026-02-01,R006,Home,661657.49,71137.16
TAR001258,2026-02-01,R006,Fashion,518715.25,58765.77
TAR001259,2026-02-01,R006,Beauty,294433.86,81320.03
TAR001260,2026-02-01,R006,Sports,201542.2,84167.27
TAR001261,2026-02-01,R009,Electronics,319433.53,91260.75
TAR001262,2026-02-01,R009,Home,233832.17,120926.49
TAR001263,2026-02-01,R009,Fashion,201155.17,84235.16
TAR001264,2026-02-01,R009,Beauty,280880.61,94855.71
TAR001265,2026-02-01,R009,Sports,630543.35,25095.33
TAR001266,2026-02-01,R011,Electronics,215172.49,123186.74
TAR001267,2026-02-01,R011,Home,621284.28,88359.05
TAR001268,2026-02-01,R011,Fashion,585426.83,46355.66
TAR001269,2026-02-01,R011,Beauty,288069.85,65668.29
TAR001270,2026-02-01,R011,Sports,671634.49,76789.38
TAR001271,2026-02-01,R014,Electronics,491081.37,42669.45
TAR001272,2026-02-01,R014,Home,466243.83,97161.02
TAR001273,2026-02-01,R014,Fashion,321020.1,55322.21
TAR001274,2026-02-01,R014,Beauty,488393.4,66095.94
TAR001275,2026-02-01,R014,Sports,594784.97,93814.33
TAR001276,2026-02-01,R002,Electronics,335811.26,121784.22
TAR001277,2026-02-01,R002,Home,266057.84,113705.59
TAR001278,2026-02-01,R002,Fashion,388928.32,43606.94
TAR001279,2026-02-01,R002,Beauty,368223.77,96366.14
TAR001280,2026-02-01,R002,Sports,502163.69,47299.24
TAR001281,2026-02-01,R016,Electronics,460203.54,111916.39
TAR001282,2026-02-01,R016,Home,575764.58,89394.88
TAR001283,2026-02-01,R016,Fashion,653548.72,123674.85
TAR001284,2026-02-01,R016,Beauty,452157.16,119276.5
TAR001285,2026-02-01,R016,Sports,217738.75,75865.38
TAR001286,2026-02-01,R010,Electronics,360434.53,44046.39
TAR001287,2026-02-01,R010,Home,399060.72,71492.52
TAR001288,2026-02-01,R010,Fashion,349644.39,44937.31
TAR001289,2026-02-01,R010,Beauty,283802.69,75113.21
TAR001290,2026-02-01,R010,Sports,674451.12,125111.65
TAR001291,2026-02-01,R019,Electronics,174266.46,104449.53
TAR001292,2026-02-01,R019,Home,411713.45,123064.95
TAR001293,2026-02-01,R019,Fashion,382788.21,57680.4
TAR001294,2026-02-01,R019,Beauty,555640.58,82452.25
TAR001295,2026-02-01,R019,Sports,582323.05,59932.67
TAR001296,2026-02-01,R022,Electronics,170049.26,80976.31
TAR001297,2026-02-01,R022,Home,664798.72,125372.12
TAR001298,2026-02-01,R022,Fashion,168803.17,75905.86
TAR001299,2026-02-01,R022,Beauty,418139.47,32363.61
TAR001300,2026-02-01,R022,Sports,607640.68,108280.22
TAR001301,2026-03-01,R012,Electronics,641127.3,82178.38
TAR001302,2026-03-01,R012,Home,683441.86,69737.61
TAR001303,2026-03-01,R012,Fashion,349099.82,78075.35
TAR001304,2026-03-01,R012,Beauty,603348.94,47499.75
TAR001305,2026-03-01,R012,Sports,463947.47,78982.78
TAR001306,2026-03-01,R005,Electronics,587682.05,111566.08
TAR001307,2026-03-01,R005,Home,374434.15,64502.05
TAR001308,2026-03-01,R005,Fashion,628122.72,83894.59
TAR001309,2026-03-01,R005,Beauty,398354.44,39673.98
TAR001310,2026-03-01,R005,Sports,435782.18,49342.38
TAR001311,2026-03-01,R024,Electronics,164680.48,97144.9
TAR001312,2026-03-01,R024,Home,632209.74,115178.53
TAR001313,2026-03-01,R024,Fashion,277843.73,111059.7
TAR001314,2026-03-01,R024,Beauty,596605.74,92479.7
TAR001315,2026-03-01,R024,Sports,634922.94,38840.55
TAR001316,2026-03-01,R021,Electronics,440503.3,82524.45
TAR001317,2026-03-01,R021,Home,511244.91,34466.11
TAR001318,2026-03-01,R021,Fashion,366029.83,84162.81
TAR001319,2026-03-01,R021,Beauty,375553.55,114190.22
TAR001320,2026-03-01,R021,Sports,511783.56,93093.94
TAR001321,2026-03-01,R022,Electronics,152248.03,105389.51
TAR001322,2026-03-01,R022,Home,514420.43,107464.14
TAR001323,2026-03-01,R022,Fashion,598444.18,39353.45
TAR001324,2026-03-01,R022,Beauty,401119.86,102530.05
TAR001325,2026-03-01,R022,Sports,350790.85,97296.6
TAR001326,2026-03-01,R015,Electronics,627423.08,123694.66
TAR001327,2026-03-01,R015,Home,437129.6,119928.34
TAR001328,2026-03-01,R015,Fashion,511117.06,127611.43
TAR001329,2026-03-01,R015,Beauty,636381.29,84254.6
TAR001330,2026-03-01,R015,Sports,611378.62,93136.8
TAR001331,2026-03-01,R009,Electronics,570427.75,74019.94
TAR001332,2026-03-01,R009,Home,692548.85,103083.23
TAR001333,2026-03-01,R009,Fashion,290607.44,32484.67
TAR001334,2026-03-01,R009,Beauty,230260.31,36262.09
TAR001335,2026-03-01,R009,Sports,433841.55,25929.43
TAR001336,2026-03-01,R010,Electronics,325397.67,76882.05
TAR001337,2026-03-01,R010,Home,558745.11,32486.24
TAR001338,2026-03-01,R010,Fashion,563632.4,75871.49
TAR001339,2026-03-01,R010,Beauty,689712.41,96322.55
TAR001340,2026-03-01,R010,Sports,444662.26,100939.04
TAR001341,2026-03-01,R014,Electronics,396592.55,53855.83
TAR001342,2026-03-01,R014,Home,209890.46,103948.13
TAR001343,2026-03-01,R014,Fashion,611043.68,70016.42
TAR001344,2026-03-01,R014,Beauty,496536.7,87413.27
TAR001345,2026-03-01,R014,Sports,210794.57,50715.77
TAR001346,2026-03-01,R007,Electronics,169002.55,30552.09
TAR001347,2026-03-01,R007,Home,327696.64,121433.12
TAR001348,2026-03-01,R007,Fashion,245886.39,34008.98
TAR001349,2026-03-01,R007,Beauty,489188.35,99884.64
TAR001350,2026-03-01,R007,Sports,539439.7,78518.49
TAR001351,2026-04-01,R022,Electronics,615911.34,74685.29
TAR001352,2026-04-01,R022,Home,413267.46,100758.94
TAR001353,2026-04-01,R022,Fashion,428847.46,125458.02
TAR001354,2026-04-01,R022,Beauty,414778.11,109073.91
TAR001355,2026-04-01,R022,Sports,442515.06,76170.93
TAR001356,2026-04-01,R007,Electronics,184622.5,46949.03
TAR001357,2026-04-01,R007,Home,194598.51,59967.35
TAR001358,2026-04-01,R007,Fashion,471461.89,56473.74
TAR001359,2026-04-01,R007,Beauty,419067.06,63125.32
TAR001360,2026-04-01,R007,Sports,503453.7,81775.07
TAR001361,2026-04-01,R012,Electronics,311198.88,103697.2
TAR001362,2026-04-01,R012,Home,506272.52,107142.35
TAR001363,2026-04-01,R012,Fashion,332507.52,55076.92
TAR001364,2026-04-01,R012,Beauty,153565.89,80794.32
TAR001365,2026-04-01,R012,Sports,197384.63,123766.05
TAR001366,2026-04-01,R015,Electronics,445515.61,70865.19
TAR001367,2026-04-01,R015,Home,325789.11,75347.14
TAR001368,2026-04-01,R015,Fashion,417567.26,38678.21
TAR001369,2026-04-01,R015,Beauty,416692.3,55081.0
TAR001370,2026-04-01,R015,Sports,190909.76,36611.34
TAR001371,2026-04-01,R004,Electronics,363727.18,56639.88
TAR001372,2026-04-01,R004,Home,155847.97,99716.97
TAR001373,2026-04-01,R004,Fashion,532894.63,85093.58
TAR001374,2026-04-01,R004,Beauty,544620.18,103813.11
TAR001375,2026-04-01,R004,Sports,391114.61,97754.25
TAR001376,2026-04-01,R019,Electronics,567987.01,105327.16
