Return_ID,Order_ID,Return_Date,Customer_ID,Product_ID,Return_Quantity,Return_Reason,Refund_Amount,Return_Status
RET02236,ORD009472,2025-03-02,CUST00408,PROD0158,1,Late Delivery,16109.18,Approved
RET02237,ORD028386,2026-06-01,CUST03930,PROD0012,1,Wrong Item,332.97,Rejected
RET02238,ORD059900,2025-10-16,CUST00744,PROD0046,1,Changed Mind,5767.09,Approved
RET02239,ORD000550,2025-05-15,CUST03333,PROD0015,1,Damaged,18083.63,Pending
RET02240,ORD031050,2025-08-13,CUST00632,PROD0077,1,Changed Mind,1021.47,Approved
RET02241,ORD065281,2024-03-23,CUST04050,PROD0033,1,Quality Issue,8818.49,Approved
RET02242,ORD031872,2024-09-28,CUST02983,PROD0100,1,Quality Issue,4090.74,Approved
RET02243,ORD055385,2024-10-14,CUST01709,PROD0051,1,Wrong Item,7244.8,Pending
RET02244,ORD046731,2026-05-25,CUST04244,PROD0146,2,Quality Issue,5759.2,Approved
RET02245,ORD049297,2024-03-24,CUST02475,PROD0027,1,Late Delivery,10298.65,Approved
RET02246,ORD025331,2024-02-13,CUST02043,PROD0174,1,Wrong Item,2332.87,Approved
RET02247,ORD018715,2025-10-21,CUST05399,PROD0139,1,Damaged,1777.94,Rejected
RET02248,ORD032840,2024-01-18,CUST05498,PROD0164,2,Quality Issue,30991.2,Approved
RET02249,ORD030588,2025-02-11,CUST03581,PROD0045,1,Late Delivery,2884.24,Approved
RET02250,ORD040595,2026-07-05,CUST03438,PROD0145,1,Quality Issue,1029.53,Approved
RET02251,ORD042697,2024-11-05,CUST03535,PROD0042,1,Late Delivery,19236.44,Approved
RET02252,ORD053391,2025-02-02,CUST05342,PROD0047,1,Changed Mind,7182.73,Approved
RET02253,ORD057604,2026-02-04,CUST00064,PROD0046,1,Late Delivery,5767.09,Approved
RET02254,ORD018998,2026-06-02,CUST03392,PROD0078,1,Wrong Item,11816.08,Pending
RET02255,ORD038006,2024-05-07,CUST00061,PROD0059,1,Quality Issue,4032.23,Approved
RET02256,ORD011962,2024-03-17,CUST02937,PROD0114,2,Damaged,11094.2,Approved
RET02257,ORD043070,2025-07-06,CUST02275,PROD0157,2,Wrong Item,28646.16,Pending
RET02258,ORD013942,2025-10-30,CUST03008,PROD0026,1,Quality Issue,12026.19,Pending
RET02259,ORD051275,2024-01-21,CUST00954,PROD0068,1,Late Delivery,14057.37,Approved
RET02260,ORD072838,2024-06-20,CUST02218,PROD0115,1,Damaged,16930.95,Approved
RET02261,ORD073676,2024-01-16,CUST03926,PROD0175,1,Late Delivery,8066.73,Approved
RET02262,ORD059434,2024-09-16,CUST00923,PROD0133,1,Damaged,12376.92,Approved
RET02263,ORD007890,2025-02-08,CUST03512,PROD0091,1,Late Delivery,2345.0,Approved
RET02264,ORD059912,2025-03-30,CUST05303,PROD0130,1,Changed Mind,9115.86,Approved
RET02265,ORD071364,2025-05-20,CUST01878,PROD0135,1,Quality Issue,11613.45,Approved
RET02266,ORD047154,2026-02-07,CUST03248,PROD0165,2,Late Delivery,22976.04,Approved
RET02267,ORD066357,2025-04-16,CUST02925,PROD0144,1,Changed Mind,2257.47,Approved
RET02268,ORD009687,2025-06-14,CUST04100,PROD0026,2,Wrong Item,24052.38,Approved
RET02269,ORD004857,2024-08-13,CUST04746,PROD0178,1,Late Delivery,4622.91,Approved
RET02270,ORD032414,2026-03-24,CUST00813,PROD0128,1,Late Delivery,6488.56,Approved
RET02271,ORD061294,2025-12-16,CUST00390,PROD0111,1,Quality Issue,4589.0,Approved
RET02272,ORD056359,2026-07-02,CUST04818,PROD0150,1,Damaged,1301.37,Approved
RET02273,ORD073109,2026-05-25,CUST05018,PROD0083,1,Changed Mind,13634.93,Approved
RET02274,ORD018073,2025-03-29,CUST03958,PROD0111,1,Quality Issue,4589.0,Approved
RET02275,ORD011457,2025-12-11,CUST03990,PROD0105,1,Quality Issue,10597.29,Approved
RET02276,ORD046347,2024-07-17,CUST00504,PROD0086,1,Damaged,4398.02,Approved
RET02277,ORD012410,2025-12-26,CUST05007,PROD0135,1,Quality Issue,11613.45,Approved
RET02278,ORD053693,2024-04-13,CUST03628,PROD0168,1,Late Delivery,7461.76,Approved
RET02279,ORD044357,2025-05-22,CUST00389,PROD0068,2,Damaged,28114.74,Approved
RET02280,ORD054150,2026-06-19,CUST03328,PROD0142,1,Damaged,2133.87,Approved
RET02281,ORD000989,2025-04-15,CUST04192,PROD0178,2,Quality Issue,9245.82,Approved
RET02282,ORD013310,2026-05-12,CUST04117,PROD0001,2,Changed Mind,24002.6,Approved
RET02283,ORD006391,2024-03-12,CUST05641,PROD0003,1,Quality Issue,15842.07,Approved
RET02284,ORD032295,2025-09-08,CUST03398,PROD0030,1,Changed Mind,10355.74,Approved
RET02285,ORD051471,2025-05-20,CUST01051,PROD0085,1,Late Delivery,7374.91,Approved
RET02286,ORD070151,2025-06-24,CUST00834,PROD0093,1,Changed Mind,13725.41,Approved
RET02287,ORD037765,2024-10-15,CUST05202,PROD0152,1,Quality Issue,8156.28,Approved
RET02288,ORD045329,2024-05-03,CUST03211,PROD0125,1,Changed Mind,12200.98,Approved
RET02289,ORD069554,2026-01-01,CUST05912,PROD0058,1,Wrong Item,2824.28,Pending
RET02290,ORD000987,2026-03-04,CUST02447,PROD0175,1,Wrong Item,8066.73,Approved
RET02291,ORD035093,2026-05-03,CUST05976,PROD0168,1,Quality Issue,7461.76,Rejected
RET02292,ORD036779,2024-03-27,CUST04104,PROD0079,1,Late Delivery,5573.33,Rejected
RET02293,ORD025376,2024-04-14,CUST00431,PROD0082,1,Late Delivery,2212.72,Approved
RET02294,ORD007596,2025-08-16,CUST04767,PROD0038,2,Late Delivery,11852.44,Approved
RET02295,ORD001195,2026-01-15,CUST01296,PROD0081,1,Wrong Item,255.39,Approved
RET02296,ORD021090,2024-05-16,CUST01609,PROD0120,1,Damaged,6528.62,Approved
RET02297,ORD062098,2025-06-01,CUST01919,PROD0179,1,Damaged,15031.47,Approved
RET02298,ORD049339,2025-06-14,CUST05739,PROD0170,1,Damaged,15086.92,Approved
RET02299,ORD029947,2025-01-12,CUST02482,PROD0028,1,Quality Issue,19962.64,Approved
RET02300,ORD018258,2026-03-09,CUST03724,PROD0035,1,Wrong Item,717.8,Approved
RET02301,ORD040863,2024-11-01,CUST00149,PROD0074,1,Damaged,2745.78,Approved
RET02302,ORD018965,2025-08-03,CUST01526,PROD0046,1,Quality Issue,5767.09,Approved
RET02303,ORD019320,2026-04-10,CUST04307,PROD0070,1,Quality Issue,13770.36,Approved
RET02304,ORD015554,2025-02-10,CUST05573,PROD0070,1,Damaged,13770.36,Approved
RET02305,ORD035210,2026-02-07,CUST00527,PROD0028,1,Late Delivery,19962.64,Approved
RET02306,ORD033186,2026-01-03,CUST03402,PROD0102,1,Changed Mind,5276.76,Approved
RET02307,ORD031000,2025-07-31,CUST05311,PROD0008,1,Damaged,8891.61,Approved
RET02308,ORD047002,2025-10-13,CUST03131,PROD0159,1,Late Delivery,2880.2,Approved
RET02309,ORD064540,2026-02-04,CUST02259,PROD0176,1,Quality Issue,12006.69,Approved
RET02310,ORD000041,2024-04-30,CUST04840,PROD0051,2,Wrong Item,14489.6,Approved
RET02311,ORD017009,2025-10-12,CUST00270,PROD0180,1,Quality Issue,1990.36,Approved
RET02312,ORD044806,2025-07-04,CUST02482,PROD0138,1,Damaged,12600.9,Approved
RET02313,ORD052585,2025-04-19,CUST05540,PROD0153,1,Changed Mind,8234.87,Pending
RET02314,ORD027895,2024-06-12,CUST05446,PROD0087,1,Late Delivery,3396.38,Approved
RET02315,ORD052310,2024-06-08,CUST02107,PROD0179,1,Late Delivery,15031.47,Pending
RET02316,ORD046410,2024-04-08,CUST04356,PROD0151,1,Late Delivery,3808.36,Approved
RET02317,ORD025270,2025-06-08,CUST04113,PROD0088,2,Late Delivery,30938.94,Approved
RET02318,ORD035164,2025-01-05,CUST04937,PROD0042,1,Changed Mind,19236.44,Approved
RET02319,ORD074662,2025-09-18,CUST01143,PROD0055,1,Wrong Item,832.15,Approved
RET02320,ORD008695,2024-02-23,CUST02620,PROD0144,1,Late Delivery,2257.47,Approved
RET02321,ORD066076,2025-01-23,CUST01496,PROD0037,2,Damaged,19462.1,Approved
RET02322,ORD033021,2026-03-16,CUST03908,PROD0097,1,Wrong Item,11000.04,Approved
RET02323,ORD020466,2025-12-31,CUST01981,PROD0161,1,Quality Issue,15765.29,Approved
RET02324,ORD004312,2024-11-27,CUST02484,PROD0025,1,Changed Mind,5285.3,Approved
RET02325,ORD025067,2025-11-30,CUST05516,PROD0136,1,Damaged,14567.99,Approved
RET02326,ORD059263,2025-06-24,CUST04395,PROD0117,1,Late Delivery,2739.8,Pending
RET02327,ORD009921,2025-03-17,CUST00795,PROD0141,1,Quality Issue,1258.64,Approved
RET02328,ORD027813,2024-12-14,CUST00045,PROD0072,1,Quality Issue,6813.77,Approved
RET02329,ORD029233,2026-06-12,CUST04255,PROD0068,2,Damaged,28114.74,Approved
RET02330,ORD048964,2025-03-02,CUST02341,PROD0048,1,Late Delivery,4193.34,Rejected
RET02331,ORD039512,2024-09-23,CUST05704,PROD0068,1,Damaged,14057.37,Approved
RET02332,ORD043720,2025-03-14,CUST02005,PROD0085,1,Changed Mind,7374.91,Approved
RET02333,ORD061530,2026-06-01,CUST04355,PROD0006,1,Wrong Item,13675.14,Approved
RET02334,ORD016925,2026-03-26,CUST05346,PROD0114,2,Wrong Item,11094.2,Approved
RET02335,ORD044661,2024-06-01,CUST02635,PROD0160,1,Changed Mind,9056.08,Approved
RET02336,ORD018551,2025-02-20,CUST03399,PROD0158,1,Late Delivery,16109.18,Approved
RET02337,ORD003288,2024-01-27,CUST02803,PROD0001,1,Late Delivery,12001.3,Approved
RET02338,ORD028869,2025-12-06,CUST03205,PROD0036,1,Changed Mind,15593.56,Approved
RET02339,ORD052959,2024-12-08,CUST02402,PROD0167,1,Quality Issue,12170.89,Approved
RET02340,ORD008828,2025-12-01,CUST01061,PROD0109,1,Changed Mind,8971.66,Approved
RET02341,ORD043721,2024-05-28,CUST01744,PROD0085,1,Wrong Item,7374.91,Approved
RET02342,ORD060320,2025-07-10,CUST03596,PROD0166,1,Changed Mind,6336.84,Approved
RET02343,ORD067555,2024-11-20,CUST00869,PROD0036,1,Quality Issue,15593.56,Approved
RET02344,ORD005478,2025-02-03,CUST02552,PROD0173,1,Late Delivery,1727.4,Approved
RET02345,ORD018242,2024-05-06,CUST04147,PROD0044,2,Changed Mind,27363.92,Approved
RET02346,ORD037529,2024-05-23,CUST04155,PROD0031,1,Damaged,3348.21,Approved
RET02347,ORD053501,2026-03-26,CUST04654,PROD0096,1,Changed Mind,2508.21,Approved
RET02348,ORD060265,2024-12-24,CUST01046,PROD0043,1,Changed Mind,18076.17,Approved
RET02349,ORD033842,2024-07-04,CUST04304,PROD0118,1,Quality Issue,11702.39,Approved
RET02350,ORD065709,2025-11-29,CUST01664,PROD0175,1,Damaged,8066.73,Pending
RET02351,ORD004723,2024-12-04,CUST03147,PROD0159,1,Changed Mind,2880.2,Pending
RET02352,ORD050519,2026-04-25,CUST00223,PROD0143,1,Damaged,4810.17,Approved
RET02353,ORD033583,2025-06-16,CUST02975,PROD0009,1,Changed Mind,6992.14,Approved
RET02354,ORD049805,2024-03-27,CUST04836,PROD0013,1,Quality Issue,10350.0,Pending
RET02355,ORD045934,2024-04-23,CUST00198,PROD0168,1,Late Delivery,7461.76,Approved
RET02356,ORD061567,2025-06-18,CUST00631,PROD0085,1,Changed Mind,7374.91,Pending
RET02357,ORD038961,2024-05-19,CUST00628,PROD0013,1,Damaged,10350.0,Approved
RET02358,ORD020156,2025-12-16,CUST03167,PROD0139,1,Changed Mind,1777.94,Approved
RET02359,ORD049023,2025-01-11,CUST04707,PROD0065,1,Wrong Item,4366.12,Approved
RET02360,ORD041867,2025-08-07,CUST01125,PROD0035,1,Quality Issue,717.8,Approved
RET02361,ORD001097,2024-08-22,CUST04853,PROD0111,2,Late Delivery,9178.0,Approved
RET02362,ORD066598,2025-07-14,CUST03142,PROD0061,1,Late Delivery,7568.74,Approved
RET02363,ORD038068,2025-10-13,CUST00366,PROD0162,1,Quality Issue,14802.17,Pending
RET02364,ORD053623,2024-04-15,CUST00489,PROD0170,1,Changed Mind,15086.92,Approved
RET02365,ORD029094,2024-06-30,CUST00675,PROD0139,1,Wrong Item,1777.94,Approved
RET02366,ORD039205,2026-01-24,CUST04200,PROD0126,2,Late Delivery,23475.3,Approved
RET02367,ORD028946,2024-08-15,CUST05561,PROD0030,1,Damaged,10355.74,Approved
RET02368,ORD068592,2026-02-07,CUST04215,PROD0135,2,Quality Issue,23226.9,Approved
RET02369,ORD015823,2025-02-16,CUST01903,PROD0153,2,Quality Issue,16469.74,Approved
RET02370,ORD044979,2024-07-15,CUST01843,PROD0047,2,Late Delivery,14365.46,Approved
RET02371,ORD041312,2025-05-04,CUST02384,PROD0134,1,Damaged,6640.83,Approved
RET02372,ORD039130,2024-06-07,CUST00514,PROD0145,1,Changed Mind,1029.53,Approved
RET02373,ORD029196,2025-09-10,CUST02341,PROD0141,1,Late Delivery,1258.64,Approved
RET02374,ORD063823,2024-05-30,CUST03770,PROD0159,1,Changed Mind,2880.2,Approved
RET02375,ORD041020,2025-02-22,CUST04920,PROD0034,1,Damaged,15512.32,Pending
RET02376,ORD051144,2026-06-03,CUST02758,PROD0108,1,Wrong Item,12361.97,Approved
RET02377,ORD026320,2026-06-17,CUST00883,PROD0179,1,Late Delivery,15031.47,Approved
RET02378,ORD036043,2025-10-04,CUST05439,PROD0039,1,Damaged,759.95,Approved
RET02379,ORD026871,2025-04-24,CUST04377,PROD0120,1,Changed Mind,6528.62,Approved
RET02380,ORD050474,2025-12-10,CUST05094,PROD0005,1,Wrong Item,5395.83,Approved
RET02381,ORD035802,2025-04-19,CUST04405,PROD0128,1,Quality Issue,6488.56,Approved
RET02382,ORD008374,2025-04-27,CUST05215,PROD0092,1,Damaged,3069.95,Approved
RET02383,ORD055448,2025-10-07,CUST01946,PROD0065,1,Late Delivery,4366.12,Approved
RET02384,ORD014815,2024-05-22,CUST03335,PROD0010,1,Changed Mind,11772.01,Approved
RET02385,ORD057749,2025-06-30,CUST01712,PROD0138,2,Changed Mind,25201.8,Approved
RET02386,ORD004289,2024-09-29,CUST04052,PROD0121,1,Quality Issue,15732.26,Approved
RET02387,ORD027413,2025-12-27,CUST05087,PROD0077,1,Quality Issue,1021.47,Rejected
RET02388,ORD031330,2024-02-05,CUST05000,PROD0113,1,Damaged,14425.18,Approved
RET02389,ORD061343,2024-04-12,CUST02724,PROD0180,2,Quality Issue,3980.72,Rejected
RET02390,ORD041490,2025-10-07,CUST01034,PROD0115,1,Late Delivery,16930.95,Approved
RET02391,ORD033070,2025-02-27,CUST04474,PROD0037,2,Damaged,19462.1,Approved
RET02392,ORD021745,2024-09-28,CUST03213,PROD0104,1,Quality Issue,5323.97,Approved
RET02393,ORD018010,2025-01-09,CUST04703,PROD0176,1,Wrong Item,12006.69,Approved
RET02394,ORD047352,2024-09-28,CUST02187,PROD0163,1,Changed Mind,9897.91,Approved
RET02395,ORD024567,2025-06-02,CUST01307,PROD0003,1,Quality Issue,15842.07,Approved
RET02396,ORD043352,2025-07-06,CUST01416,PROD0073,1,Late Delivery,8656.25,Rejected
RET02397,ORD042434,2025-10-23,CUST00690,PROD0071,2,Damaged,20840.58,Approved
RET02398,ORD014181,2024-06-19,CUST04719,PROD0023,1,Quality Issue,12094.54,Approved
RET02399,ORD051659,2025-08-31,CUST00349,PROD0162,1,Wrong Item,14802.17,Approved
RET02400,ORD071449,2024-10-09,CUST01859,PROD0024,1,Changed Mind,6673.1,Approved
RET02401,ORD068926,2025-11-10,CUST03737,PROD0079,1,Wrong Item,5573.33,Approved
RET02402,ORD032963,2025-07-19,CUST02629,PROD0091,1,Late Delivery,2345.0,Approved
RET02403,ORD050265,2026-06-12,CUST01376,PROD0098,1,Wrong Item,15512.35,Pending
RET02404,ORD068158,2024-07-08,CUST03764,PROD0101,1,Quality Issue,12071.69,Approved
RET02405,ORD028012,2025-04-06,CUST00063,PROD0097,1,Damaged,11000.04,Approved
RET02406,ORD059612,2025-06-26,CUST00768,PROD0093,1,Quality Issue,13725.41,Approved
RET02407,ORD071405,2025-01-18,CUST02229,PROD0061,1,Changed Mind,7568.74,Pending
RET02408,ORD047212,2026-01-16,CUST03487,PROD0052,1,Damaged,16337.81,Pending
RET02409,ORD036749,2025-09-02,CUST04449,PROD0013,1,Changed Mind,10350.0,Rejected
RET02410,ORD008155,2025-12-06,CUST04314,PROD0103,1,Late Delivery,7340.57,Approved
RET02411,ORD040647,2024-11-15,CUST04768,PROD0047,1,Wrong Item,7182.73,Approved
RET02412,ORD021117,2024-09-22,CUST04535,PROD0011,1,Quality Issue,4711.27,Approved
RET02413,ORD000700,2024-03-06,CUST03614,PROD0037,1,Quality Issue,9731.05,Approved
RET02414,ORD053052,2025-07-15,CUST02463,PROD0080,1,Quality Issue,7106.65,Approved
RET02415,ORD035139,2025-12-24,CUST04298,PROD0177,1,Changed Mind,6508.8,Approved
RET02416,ORD043896,2025-06-03,CUST00278,PROD0054,1,Late Delivery,17939.72,Approved
RET02417,ORD050596,2025-10-08,CUST03010,PROD0076,1,Damaged,7447.92,Pending
RET02418,ORD047033,2024-04-13,CUST02638,PROD0166,2,Changed Mind,12673.68,Approved
RET02419,ORD030224,2024-02-04,CUST04778,PROD0085,1,Damaged,7374.91,Approved
RET02420,ORD025916,2024-03-10,CUST02346,PROD0163,1,Changed Mind,9897.91,Approved
RET02421,ORD052795,2025-08-13,CUST00400,PROD0057,1,Late Delivery,9379.9,Approved
RET02422,ORD052362,2025-10-03,CUST05289,PROD0118,1,Changed Mind,11702.39,Approved
RET02423,ORD000832,2024-06-06,CUST03122,PROD0067,1,Late Delivery,4228.87,Approved
RET02424,ORD042185,2024-09-15,CUST01973,PROD0051,1,Changed Mind,7244.8,Approved
RET02425,ORD000710,2025-08-13,CUST02428,PROD0101,1,Wrong Item,12071.69,Approved
RET02426,ORD064928,2024-05-15,CUST04832,PROD0024,1,Quality Issue,6673.1,Approved
RET02427,ORD032076,2024-12-22,CUST05834,PROD0163,1,Damaged,9897.91,Approved
RET02428,ORD062980,2026-07-02,CUST01135,PROD0170,1,Damaged,15086.92,Approved
RET02429,ORD058206,2024-02-29,CUST01886,PROD0156,1,Wrong Item,891.52,Approved
RET02430,ORD021804,2025-08-02,CUST00066,PROD0087,1,Changed Mind,3396.38,Approved
RET02431,ORD054347,2024-02-06,CUST05682,PROD0160,1,Changed Mind,9056.08,Pending
RET02432,ORD015583,2026-01-09,CUST02705,PROD0173,2,Late Delivery,3454.8,Approved
RET02433,ORD046744,2024-08-19,CUST04545,PROD0154,1,Changed Mind,2368.51,Rejected
RET02434,ORD052367,2025-03-09,CUST04274,PROD0180,1,Damaged,1990.36,Approved
RET02435,ORD005127,2024-08-03,CUST04469,PROD0166,1,Damaged,6336.84,Approved
RET02436,ORD038232,2025-05-22,CUST03999,PROD0125,1,Wrong Item,12200.98,Approved
RET02437,ORD029235,2024-07-19,CUST02539,PROD0138,1,Damaged,12600.9,Approved
RET02438,ORD053617,2025-12-30,CUST00329,PROD0063,1,Damaged,4222.04,Approved
RET02439,ORD012715,2026-03-28,CUST02551,PROD0121,1,Wrong Item,15732.26,Approved
RET02440,ORD051128,2025-02-20,CUST02242,PROD0170,1,Changed Mind,15086.92,Approved
RET02441,ORD038582,2024-06-01,CUST01718,PROD0053,1,Wrong Item,2085.37,Approved
RET02442,ORD024277,2025-03-02,CUST00423,PROD0132,1,Damaged,3901.55,Approved
RET02443,ORD064567,2025-02-25,CUST02647,PROD0018,1,Changed Mind,12486.26,Approved
RET02444,ORD031282,2025-11-18,CUST03432,PROD0023,2,Changed Mind,24189.08,Approved
RET02445,ORD010891,2026-03-10,CUST00581,PROD0105,1,Quality Issue,10597.29,Approved
RET02446,ORD039694,2025-04-22,CUST04846,PROD0158,1,Changed Mind,16109.18,Approved
RET02447,ORD048165,2024-02-20,CUST04311,PROD0147,1,Changed Mind,5213.69,Rejected
RET02448,ORD035147,2025-05-06,CUST03547,PROD0166,1,Damaged,6336.84,Approved
RET02449,ORD037581,2024-01-27,CUST01335,PROD0001,2,Wrong Item,24002.6,Approved
RET02450,ORD010283,2024-10-09,CUST00099,PROD0122,1,Wrong Item,6342.03,Approved
RET02451,ORD003531,2024-07-04,CUST04498,PROD0123,1,Late Delivery,10275.68,Approved
RET02452,ORD008535,2024-12-30,CUST01351,PROD0142,2,Late Delivery,4267.74,Approved
RET02453,ORD062779,2025-09-17,CUST02738,PROD0153,1,Quality Issue,8234.87,Approved
RET02454,ORD063425,2024-01-10,CUST00372,PROD0100,1,Damaged,4090.74,Approved
RET02455,ORD011110,2026-05-28,CUST01569,PROD0077,1,Quality Issue,1021.47,Approved
RET02456,ORD042155,2024-12-26,CUST02658,PROD0025,1,Changed Mind,5285.3,Approved
RET02457,ORD046922,2024-10-23,CUST05113,PROD0037,1,Quality Issue,9731.05,Approved
RET02458,ORD006332,2025-12-02,CUST05285,PROD0008,2,Quality Issue,17783.22,Pending
RET02459,ORD055836,2026-04-18,CUST00161,PROD0123,1,Late Delivery,10275.68,Approved
RET02460,ORD050570,2025-01-11,CUST00714,PROD0140,1,Quality Issue,16058.37,Approved
RET02461,ORD024540,2025-05-04,CUST05793,PROD0036,1,Changed Mind,15593.56,Approved
RET02462,ORD022114,2025-12-15,CUST00146,PROD0176,1,Late Delivery,12006.69,Approved
RET02463,ORD031921,2025-12-01,CUST04403,PROD0106,1,Damaged,4279.13,Rejected
RET02464,ORD055067,2025-05-27,CUST04610,PROD0026,1,Late Delivery,12026.19,Approved
RET02465,ORD065171,2024-06-04,CUST04034,PROD0057,1,Damaged,9379.9,Approved
RET02466,ORD007322,2024-09-29,CUST00442,PROD0030,1,Damaged,10355.74,Approved
RET02467,ORD054335,2024-01-10,CUST03715,PROD0022,1,Quality Issue,15694.57,Approved
RET02468,ORD061451,2025-12-26,CUST01252,PROD0048,1,Changed Mind,4193.34,Approved
RET02469,ORD039975,2025-05-05,CUST03597,PROD0025,1,Wrong Item,5285.3,Approved
RET02470,ORD062993,2025-12-12,CUST02634,PROD0082,1,Changed Mind,2212.72,Approved
RET02471,ORD019470,2026-05-11,CUST04966,PROD0015,1,Late Delivery,18083.63,Approved
RET02472,ORD049056,2024-02-24,CUST04246,PROD0122,1,Quality Issue,6342.03,Approved
RET02473,ORD071442,2025-05-03,CUST02798,PROD0050,1,Damaged,7609.14,Rejected
RET02474,ORD036671,2024-08-04,CUST02572,PROD0144,1,Wrong Item,2257.47,Approved
RET02475,ORD058512,2026-01-22,CUST04453,PROD0156,1,Wrong Item,891.52,Approved
RET02476,ORD062456,2026-04-03,CUST00811,PROD0071,1,Damaged,10420.29,Approved
RET02477,ORD006206,2024-04-17,CUST04788,PROD0075,2,Damaged,32716.58,Approved
RET02478,ORD066209,2025-01-05,CUST04345,PROD0136,1,Changed Mind,14567.99,Approved
RET02479,ORD005921,2024-10-05,CUST03850,PROD0136,1,Wrong Item,14567.99,Approved
RET02480,ORD069784,2025-01-02,CUST04861,PROD0114,1,Late Delivery,5547.1,Approved
RET02481,ORD048467,2025-01-16,CUST04913,PROD0083,1,Changed Mind,13634.93,Approved
RET02482,ORD033569,2024-07-02,CUST05626,PROD0147,1,Changed Mind,5213.69,Approved
RET02483,ORD048287,2025-02-16,CUST02375,PROD0049,2,Changed Mind,2591.64,Approved
RET02484,ORD068373,2026-05-12,CUST05595,PROD0144,1,Changed Mind,2257.47,Approved
RET02485,ORD057841,2024-11-25,CUST03558,PROD0132,1,Late Delivery,3901.55,Approved
RET02486,ORD066022,2025-10-14,CUST03698,PROD0117,1,Quality Issue,2739.8,Pending
RET02487,ORD048117,2024-03-18,CUST01967,PROD0126,1,Changed Mind,11737.65,Approved
RET02488,ORD034731,2025-04-05,CUST02753,PROD0128,2,Changed Mind,12977.12,Approved
RET02489,ORD067123,2025-12-29,CUST05301,PROD0129,1,Damaged,5163.83,Approved
RET02490,ORD004250,2024-04-07,CUST05542,PROD0055,1,Changed Mind,832.15,Approved
RET02491,ORD033635,2025-10-13,CUST02004,PROD0124,1,Damaged,10142.95,Rejected
RET02492,ORD019166,2024-01-28,CUST01304,PROD0167,1,Changed Mind,12170.89,Approved
RET02493,ORD021829,2024-04-02,CUST00563,PROD0159,1,Late Delivery,2880.2,Rejected
RET02494,ORD013159,2026-01-06,CUST02564,PROD0169,1,Late Delivery,6354.88,Approved
RET02495,ORD019664,2024-01-27,CUST00573,PROD0111,1,Quality Issue,4589.0,Approved
RET02496,ORD066251,2026-04-11,CUST00578,PROD0124,1,Quality Issue,10142.95,Approved
RET02497,ORD049024,2024-12-12,CUST04187,PROD0176,2,Quality Issue,24013.38,Rejected
RET02498,ORD019929,2024-10-25,CUST02714,PROD0172,1,Damaged,13612.05,Approved
RET02499,ORD063977,2025-07-16,CUST03562,PROD0179,2,Quality Issue,30062.94,Approved
RET02500,ORD006600,2024-01-14,CUST03644,PROD0040,1,Late Delivery,7125.69,Rejected
RET02501,ORD043491,2024-11-26,CUST00124,PROD0173,2,Late Delivery,3454.8,Approved
RET02502,ORD038417,2026-03-16,CUST01307,PROD0132,1,Late Delivery,3901.55,Pending
RET02503,ORD036010,2025-03-16,CUST00463,PROD0009,2,Late Delivery,13984.28,Approved
RET02504,ORD038899,2024-08-12,CUST01916,PROD0054,1,Late Delivery,17939.72,Approved
RET02505,ORD028157,2024-02-26,CUST03853,PROD0164,1,Wrong Item,15495.6,Approved
RET02506,ORD039889,2024-03-02,CUST04606,PROD0159,1,Quality Issue,2880.2,Approved
RET02507,ORD013176,2024-04-06,CUST04492,PROD0097,1,Quality Issue,11000.04,Rejected
RET02508,ORD034943,2026-05-26,CUST00549,PROD0094,1,Changed Mind,12677.35,Approved
RET02509,ORD049931,2025-07-16,CUST04896,PROD0170,2,Damaged,30173.84,Approved
RET02510,ORD021546,2025-03-20,CUST01942,PROD0062,1,Quality Issue,4179.63,Approved
RET02511,ORD043397,2025-01-28,CUST04440,PROD0091,1,Changed Mind,2345.0,Approved
RET02512,ORD030991,2024-06-30,CUST03738,PROD0061,1,Changed Mind,7568.74,Approved
RET02513,ORD005688,2025-06-01,CUST05048,PROD0141,1,Damaged,1258.64,Approved
RET02514,ORD041879,2025-01-05,CUST02270,PROD0179,1,Damaged,15031.47,Approved
RET02515,ORD005623,2024-05-02,CUST05508,PROD0108,1,Quality Issue,12361.97,Approved
RET02516,ORD041144,2025-10-03,CUST05677,PROD0158,2,Changed Mind,32218.36,Rejected
RET02517,ORD037806,2024-03-24,CUST02918,PROD0131,1,Quality Issue,8773.69,Approved
RET02518,ORD058699,2024-10-06,CUST00813,PROD0007,1,Quality Issue,6620.23,Approved
RET02519,ORD043382,2025-12-20,CUST02240,PROD0060,1,Late Delivery,15188.92,Approved
RET02520,ORD022450,2025-12-06,CUST01083,PROD0161,1,Changed Mind,15765.29,Approved
RET02521,ORD073553,2024-12-16,CUST01916,PROD0003,2,Late Delivery,31684.14,Approved
RET02522,ORD001188,2024-07-17,CUST03607,PROD0096,1,Late Delivery,2508.21,Approved
RET02523,ORD066619,2024-02-26,CUST00477,PROD0159,1,Changed Mind,2880.2,Approved
RET02524,ORD046013,2024-04-12,CUST00278,PROD0130,1,Damaged,9115.86,Approved
RET02525,ORD040664,2026-03-27,CUST00396,PROD0062,1,Damaged,4179.63,Approved
RET02526,ORD017417,2025-06-15,CUST01620,PROD0053,1,Changed Mind,2085.37,Approved
RET02527,ORD045418,2025-12-03,CUST00259,PROD0086,1,Changed Mind,4398.02,Approved
