Region_ID,Region,Year,Month_Number,Actual_Revenue,Target_Revenue,Revenue_Variance,Revenue_Achievement_Percent,Actual_Profit,Target_Profit,Profit_Variance,Profit_Achievement_Percent,Actual_Units,Actual_Orders
R023,South,2026,2.0,1574205.33,,,,372683.62,,,,209,83
R024,Central,2026,2.0,1749938.88,,,,445992.56,,,,216,104
R025,Central,2026,2.0,1770265.21,,,,455512.49,,,,219,91
R001,West,2026,3.0,1942143.13,,,,448426.34,,,,257,113
R002,West,2026,3.0,1976630.19,,,,440708.2,,,,266,107
R003,West,2026,3.0,2023243.0,,,,504270.58,,,,256,100
R004,West,2026,3.0,1751690.15,,,,459529.45,,,,215,90
R005,North,2026,3.0,1786632.9,2424375.54,-637742.64,73.69,443411.56,348979.08,94432.48,127.06,250,92
R006,North,2026,3.0,1197159.7,,,,297542.15,,,,166,75
R007,North,2026,3.0,1686839.97,1771213.63,-84373.66,95.24,445931.44,364397.32,81534.12,122.38,234,94
R008,North,2026,3.0,1407850.16,,,,329218.16,,,,199,79
R009,North,2026,3.0,2087015.75,2217685.9,-130670.15,94.11,531010.37,271779.36,259231.01,195.38,271,106
R010,North,2026,3.0,1642618.1,2582149.85,-939531.75,63.61,390521.53,382501.37,8020.16,102.1,256,113
R011,North,2026,3.0,1372625.43,,,,324131.7,,,,200,84
R012,East,2026,3.0,2199147.07,2740965.39,-541818.32,80.23,551655.38,356473.87,195181.51,154.75,274,118
R013,East,2026,3.0,2102365.32,,,,498450.4,,,,268,117
R014,East,2026,3.0,1631686.81,1924857.96,-293171.15,84.77,394828.6,365949.42,28879.18,107.89,201,86
R015,South,2026,3.0,1898061.52,2823429.65,-925368.13,67.23,453665.36,548625.83,-94960.47,82.69,240,101
R016,South,2026,3.0,1881135.75,,,,438720.84,,,,262,105
R017,South,2026,3.0,2333159.44,,,,567735.83,,,,284,110
R018,South,2026,3.0,1633205.95,,,,396724.71,,,,202,98
R019,South,2026,3.0,1889201.06,,,,489762.39,,,,234,103
R020,South,2026,3.0,1774028.83,,,,424967.81,,,,194,84
R021,South,2026,3.0,1792745.93,2205115.15,-412369.22,81.3,436047.23,408437.53,27609.7,106.76,217,94
R022,South,2026,3.0,1706001.5,2017023.35,-311021.85,84.58,434490.01,452033.75,-17543.74,96.12,242,94
R023,South,2026,3.0,1846505.23,,,,414045.97,,,,252,110
R024,Central,2026,3.0,2156994.26,2306262.63,-149268.37,93.53,528485.2,454703.38,73781.82,116.23,296,106
R025,Central,2026,3.0,1889574.93,,,,479749.07,,,,263,105
R001,West,2026,4.0,2076732.32,2072879.32,3853.0,100.19,471556.43,283159.64,188396.79,166.53,248,96
R002,West,2026,4.0,1251915.61,,,,275568.34,,,,182,89
R003,West,2026,4.0,1728700.2,,,,433502.1,,,,246,111
R004,West,2026,4.0,1631267.35,1988204.57,-356937.22,82.05,399223.89,443017.79,-43793.9,90.11,199,89
R005,North,2026,4.0,1867174.77,2184208.62,-317033.85,85.49,444050.25,325154.49,118895.76,136.57,250,112
R006,North,2026,4.0,1181442.63,,,,277138.61,,,,180,78
R007,North,2026,4.0,1699861.65,1773203.66,-73342.01,95.86,446687.66,308290.51,138397.15,144.89,198,83
R008,North,2026,4.0,1524230.07,1759768.92,-235538.85,86.62,393811.09,415322.33,-21511.24,94.82,180,78
R009,North,2026,4.0,1822221.95,,,,414207.65,,,,240,103
R010,North,2026,4.0,2019011.64,,,,491248.99,,,,265,105
R011,North,2026,4.0,1701537.67,,,,444154.29,,,,225,94
R012,East,2026,4.0,2043237.36,1500929.44,542307.92,136.13,489623.94,470476.84,19147.1,104.07,267,104
R013,East,2026,4.0,1706589.36,,,,404582.16,,,,232,106
R014,East,2026,4.0,1215971.82,,,,294932.15,,,,173,70
R015,South,2026,4.0,1423092.13,1796474.04,-373381.91,79.22,374277.06,276582.88,97694.18,135.32,206,85
R016,South,2026,4.0,1747313.95,,,,440956.38,,,,218,94
R017,South,2026,4.0,1548655.58,2540108.28,-991452.7,60.97,376030.47,377213.0,-1182.53,99.69,202,83
R018,South,2026,4.0,1589252.81,,,,381938.48,,,,222,102
R019,South,2026,4.0,1738512.9,2752509.19,-1013996.29,63.16,395288.97,342743.99,52544.98,115.33,231,86
R020,South,2026,4.0,1799992.39,,,,454945.47,,,,245,94
R021,South,2026,4.0,1619101.75,,,,416905.4,,,,177,79
R022,South,2026,4.0,1799006.98,2315319.43,-516312.45,77.7,464963.64,486147.09,-21183.45,95.64,230,105
R023,South,2026,4.0,1790502.53,,,,434342.09,,,,239,97
R024,Central,2026,4.0,1567908.4,,,,369602.94,,,,203,77
R025,Central,2026,4.0,1901110.58,,,,472876.92,,,,226,103
R001,West,2026,5.0,1921058.91,,,,469066.5,,,,259,101
R002,West,2026,5.0,2200922.11,2030089.59,170832.52,108.42,583492.54,313426.77,270065.77,186.17,283,117
R003,West,2026,5.0,2102500.15,2293623.01,-191122.86,91.67,477712.04,398857.21,78854.83,119.77,247,103
R004,West,2026,5.0,2150335.58,2203890.48,-53554.9,97.57,508751.84,496868.94,11882.9,102.39,272,113
R005,North,2026,5.0,1192376.68,2490467.46,-1298090.78,47.88,252654.53,441300.09,-188645.56,57.25,178,88
R006,North,2026,5.0,2033790.2,,,,520696.77,,,,259,100
R007,North,2026,5.0,1981670.61,,,,506545.91,,,,257,108
R008,North,2026,5.0,1663756.52,2282185.52,-618429.0,72.9,426952.11,380271.67,46680.44,112.28,194,83
R009,North,2026,5.0,1704339.53,2448083.15,-743743.62,69.62,428469.07,302228.15,126240.92,141.77,217,87
R010,North,2026,5.0,1991262.41,,,,472672.09,,,,277,115
R011,North,2026,5.0,1594024.1,,,,351815.76,,,,224,95
R012,East,2026,5.0,2578416.11,,,,635548.89,,,,288,117
R013,East,2026,5.0,1562008.07,,,,324426.64,,,,235,99
R014,East,2026,5.0,2143956.39,,,,534090.47,,,,260,105
R015,South,2026,5.0,2046046.72,,,,484055.0,,,,276,111
R016,South,2026,5.0,2400612.47,2371423.59,29188.88,101.23,619931.62,372422.32,247509.3,166.46,288,110
R017,South,2026,5.0,1957943.46,,,,445065.58,,,,265,111
R018,South,2026,5.0,1742718.77,,,,412112.39,,,,222,98
R019,South,2026,5.0,1948647.34,,,,505879.62,,,,234,98
R020,South,2026,5.0,1912901.04,,,,471080.61,,,,241,100
R021,South,2026,5.0,1703271.85,,,,384556.12,,,,219,90
R022,South,2026,5.0,2128177.92,2226316.01,-98138.09,95.59,504101.63,419580.17,84521.46,120.14,269,110
R023,South,2026,5.0,2125927.75,2085040.85,40886.9,101.96,512541.36,421739.96,90801.4,121.53,246,107
R024,Central,2026,5.0,2084878.61,,,,498182.64,,,,247,101
R025,Central,2026,5.0,1803316.09,2059816.65,-256500.56,87.55,461019.47,375603.99,85415.48,122.74,236,108
R001,West,2026,6.0,1899352.88,2089828.85,-190475.97,90.89,452664.06,333131.04,119533.02,135.88,257,98
R002,West,2026,6.0,1493865.66,,,,376782.9,,,,199,80
R003,West,2026,6.0,1655996.11,,,,446541.19,,,,200,88
R004,West,2026,6.0,1734093.92,,,,430992.69,,,,233,94
R005,North,2026,6.0,1195314.29,1934428.24,-739113.95,61.79,271651.72,442298.43,-170646.71,61.42,183,82
R006,North,2026,6.0,1733885.09,,,,423507.02,,,,249,98
R007,North,2026,6.0,2233106.6,,,,516428.72,,,,281,122
R008,North,2026,6.0,1542692.35,,,,363210.08,,,,203,96
R009,North,2026,6.0,1720342.86,,,,454647.89,,,,211,92
R010,North,2026,6.0,2404130.79,2356130.31,48000.48,102.04,644403.21,263602.49,380800.72,244.46,305,120
R011,North,2026,6.0,1593269.17,2382199.81,-788930.64,66.88,391190.38,514931.39,-123741.01,75.97,196,82
R012,East,2026,6.0,2158929.49,,,,533382.79,,,,290,107
R013,East,2026,6.0,2107312.56,,,,540354.06,,,,257,98
R014,East,2026,6.0,2023979.36,,,,473256.55,,,,258,100
R015,South,2026,6.0,2199759.24,,,,535698.52,,,,247,107
R016,South,2026,6.0,2138680.54,1583931.87,554748.67,135.02,515648.51,399122.69,116525.82,129.2,262,112
R017,South,2026,6.0,1533041.25,1847677.18,-314635.93,82.97,354006.78,490421.24,-136414.46,72.18,203,93
R018,South,2026,6.0,1598702.35,1685067.71,-86365.36,94.87,371077.56,416323.13,-45245.57,89.13,206,93
R019,South,2026,6.0,1613510.6,,,,395224.62,,,,225,96
R020,South,2026,6.0,1806018.46,,,,424541.77,,,,233,108
R021,South,2026,6.0,1814917.67,2347340.14,-532422.47,77.32,440799.52,318045.26,122754.26,138.6,242,96
R022,South,2026,6.0,1879847.28,1587920.79,291926.49,118.38,465543.64,407686.68,57856.96,114.19,246,97
R023,South,2026,6.0,1861524.96,,,,526091.08,,,,243,108
R024,Central,2026,6.0,1645948.23,,,,393388.48,,,,239,112
R025,Central,2026,6.0,1706289.8,1413807.51,292482.29,120.69,427101.74,336461.85,90639.89,126.94,223,97
